ID_ensembl	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	display_label
ENSG00000139329	13.8337754298247	6.78204544627171	1.62631037602355	4.17020363779164	3.04327580398208e-05	0.0303095053697595	LUM
ENSG00000150275	6.66899047532579	6.72154806613955	1.96902045540803	3.41365070519122	0.000640986967404544	0.108201859353654	PCDH15
ENSG00000149798	10.5887284134254	6.17815840688101	1.78208942965562	3.46680604467471	0.000526681780621114	0.0997165385851314	CDC42EP2
ENSG00000230563	28.0302057802268	6.16722802995624	2.19413904710247	2.81077356428279	0.00494225544343646	0.216659708320538	RP5-828H9.1
ENSG00000144229	4.03258585468955	4.63854258076698	1.72671207302094	2.68634397896558	0.00722386770315362	0.247116985166747	THSD7B
ENSG00000177504	2.02088430020648	4.59986559868725	2.46947249926146	1.86269156674671	0.0625056730641922	NA	VCX2
ENSG00000227234	2.83721765881624	4.51784553542979	2.15012420116868	2.10120212263745	0.0356232271633475	NA	SPANXB2
ENSG00000179008	3.85617484313804	4.48247347513184	1.71565427675031	2.61269040964493	0.00898326361981273	0.269398397706466	C14orf39
ENSG00000183715	1.19937087772325	4.22055819058858	3.04242892004213	1.38723312902578	0.165370686492275	NA	OPCML
ENSG00000184478	1.04823176058545	4.11075273721784	3.05094206475252	1.34737161505271	0.177860577710041	NA	OR56A3
ENSG00000106341	1.89269579331206	4.100882426285	1.41461731068512	2.8989341465777	0.00374433528345697	NA	PPP1R17
ENSG00000149948	181.062357592968	4.10021036038688	1.0297991259872	3.98156325531571	6.84634951939215e-05	0.0417157791549401	HMGA2
ENSG00000166450	13.3602988092191	4.06079622014001	1.53651789349844	2.64285644659441	0.00822098822535508	0.261392009599992	PRTG
ENSG00000148123	1.09638590773134	4.04915735718496	3.04523391446397	1.32967038687985	0.183626895849759	NA	LPPR1
ENSG00000231123	23.5049708704715	4.0382887245883	1.55064267316151	2.60426776231747	0.00920707948868739	0.270370587005849	SPATA20P1
ENSG00000273320	2.07784369423625	4.03805140878648	1.63230729393265	2.4738304017853	0.0133673136994968	NA	RP11-22N19.2
ENSG00000117707	7.4745103932218	4.00635880628074	2.99101026824411	1.33946675102279	0.180418771508483	0.676303801607253	PROX1
ENSG00000144619	11.0238787317841	4.00380412570388	1.6505854873619	2.425687222116	0.0152794324039155	0.325723413258036	CNTN4
ENSG00000150893	2.35856169941747	3.92133226951607	1.62091121454669	2.41921471967403	0.0155540558523313	NA	FREM2
ENSG00000121207	2.10391130268035	3.90038215101421	2.64082434076235	1.47695630141316	0.139687351364668	NA	LRAT
ENSG00000221859	0.989604138444613	3.88642783070856	2.56377349202863	1.51590140189544	0.129544285785162	NA	KRTAP10-10
ENSG00000183929	2.6750603401043	3.88595494360574	1.74346199679488	2.22887275475436	0.0258223723776048	NA	DUSP5P1
ENSG00000008196	0.958358650845429	3.88559375369946	2.63885178288387	1.47245623225306	0.140897717757102	NA	TFAP2B
ENSG00000229515	3.93404538131336	3.79410992524315	1.36120325171709	2.78732064477297	0.0053145864255599	0.223335964157653	FLT1P1
ENSG00000182974	4.63845824038848	3.74576890257398	2.67035889079465	1.40272115313283	0.160700006933149	0.654271340897602	OR4M2
ENSG00000177452	1.04844877676021	3.60765652131184	3.04447860397264	1.18498337173542	0.236024021482497	NA	RP4-597J3.1
ENSG00000111046	0.822945273958548	3.59998884206492	3.04883658615663	1.18077461363814	0.237692271530756	NA	MYF6
