node	layer	module	flow	log_flow	nodeLabel	DNA_methylation_logFC	DNA_methylation_P.Value	GRN_size	GRN_nes	GRN_pval	GRN_pval.fdr	fPPI_IDH2_vs_IDH1_diff	fPPI_IDH2_vs_IDH1_p.val	Metabolism_pvalue	Metabolism_mean.diff
40230	2	7	0.000427876	7.75667712398548	ZNF831	0	1	83	-1.50812968797977	0.131521338289435	0.758891266457903	NA	NA	NA	NA
37974	2	7	0.000372029	7.89653874974037	TBX21	0	1	79	-0.942990202223657	0.345685914467944	0.879790427380005	NA	NA	NA	NA
37390	2	189	0.000360234	7.92875673767262	SOX6	0	1	64	0.283876405797737	0.776505098431995	0.965432445221196	NA	NA	NA	NA
38766	2	7	0.00033292	8.00760833708638	TSHZ2	0	1	62	1.6423909734279	0.100509004399623	0.753810833326529	NA	NA	NA	NA
17917	2	328	0.000319762	8.04793358888975	ANKZF1	0	1	51	0.876916921959924	0.380531764181945	0.896430559100551	NA	NA	NA	NA
24178	2	7	0.000293127	8.13490459575929	LEF1	0	1	62	2.16754832492126	0.0301930690938812	0.753810833326529	NA	NA	NA	NA
39741	2	304	0.000290946	8.14237287502278	ZFY	0	1	50	-0.6999007097886	0.483989314119062	0.937091352175501	NA	NA	NA	NA
23936	2	283	0.000288638	8.15033725016058	KLF4	0	1	47	0.890105996184685	0.37340897359843	0.892318205591902	NA	NA	NA	NA
32749	2	7	0.000273259	8.20509049457904	MYBL1	0	1	57	-1.85163758266472	0.0640778824790366	0.753810833326529	NA	NA	NA	NA
23684	2	471	0.000264016	8.23950085059382	JAZF1	0	1	45	1.55204648105119	0.12065110227348	0.753810833326529	NA	NA	NA	NA
39604	2	387	0.000259226	8.25781028987475	ZBED2	0	1	52	-1.62708634479145	0.103718760762736	0.753810833326529	NA	NA	NA	NA
38767	2	7	0.00025539	8.2727187694002	TSHZ3	0	1	47	-0.413452599326374	0.679275044086076	0.954830014800238	NA	NA	NA	NA
24451	2	264	0.000249094	8.29768022269839	LTF	0	1	47	0.460515300862434	0.645146391397666	0.943619207384266	0.802472202380955	0.171291623925546	NA	NA
23078	2	7	0.00024745	8.30430201656638	HOXC4	-0.128894416660196	0.0215007916438562	52	1.55145347759493	0.120793048016933	0.753810833326529	NA	NA	NA	NA
20997	2	501	0.000243763	8.31931411617516	E2F2	0	1	45	0.813862793132821	0.415723557611104	0.907860227047597	NA	NA	NA	NA
22059	2	189	0.000228019	8.38608159914853	GATA1	0	1	36	-0.333819391993992	0.73851584932326	0.960879234346449	NA	NA	NA	NA
23926	2	482	0.000220897	8.41781402843622	KLF1	0	1	39	-0.348922885759699	0.727147203324537	0.960879234346449	NA	NA	NA	NA
21258	2	7	0.000214558	8.44693045987629	EOMES	0	1	44	1.79405332136313	0.0728046585095865	0.753810833326529	NA	NA	NA	NA
34494	2	7	0.000214004	8.44951585152832	POU2AF1	0	1	45	1.44953039074654	0.147189519579118	0.774056622562157	NA	NA	NA	NA
18508	2	364	0.000209476	8.47090138363696	BBX	0	1	30	0.345086648784643	0.730029230380537	0.960879234346449	NA	NA	NA	NA
18632	2	7	0.000208331	8.4763823969587	BNC2	0	1	42	1.43988675645764	0.149899440536156	0.774056622562157	NA	NA	NA	NA
21370	2	7	0.000207764	8.4791077378109	ETV1	0	1	42	1.84436690165849	0.0651296875296369	0.753810833326529	NA	NA	NA	NA
40215	2	7	0.000207702	8.47940619785558	ZNF80	0	1	36	-1.65349858722268	0.0982294333968606	0.753810833326529	NA	NA	NA	NA
23587	2	485	0.000205786	8.48867376408917	IRF4	0	1	38	1.59992644643301	0.109614901605381	0.753810833326529	NA	NA	NA	NA
33097	2	525	0.000204527	8.49481056185667	NFIA	0	1	34	0.274078410460731	0.784024364747895	0.965432445221196	NA	NA	NA	NA
21368	2	7	0.00020426	8.49611686581432	ETS1	0	1	38	1.06090589561167	0.288732669709736	0.867248124600943	NA	NA	NA	NA
39926	2	7	0.000203156	8.5015364011402	ZNF365	0	1	42	1.08703539567985	0.277021167145383	0.867248124600943	NA	NA	NA	NA
21854	2	329	0.000202724	8.50366510993655	FOXD4L1	0	1	32	-1.25551085475379	0.209293370122309	0.858045276000172	NA	NA	NA	NA
19503	2	264	0.000202291	8.5058033031638	CEBPE	0.117983982002045	0.0160320686970978	39	0.277540749217473	0.781364920888087	0.965432445221196	NA	NA	NA	NA
39853	2	464	0.000201262	8.51090301611405	ZNF239	0	1	35	-0.10343036299136	0.917621415185507	0.9894753894241	NA	NA	NA	NA
33350	2	518	0.000199978	8.51730319746668	NRL	0	1	36	-0.106721717748021	0.91500975273184	0.988841002045651	NA	NA	NA	NA
19179	2	338	0.00019529	8.54102492466958	CCDC17	0	1	26	-1.17038169879809	0.241847397205068	0.858045276000172	NA	NA	NA	NA
37064	2	490	0.000192588	8.55495736583726	SMAD3	0	1	32	-0.17612917717767	0.860192459151116	0.984827537873066	NA	NA	NA	NA
35351	2	497	0.000192459	8.55562741393438	RFX8	0	1	32	-0.168937822510273	0.865845548687566	0.985757300893581	NA	NA	NA	NA
21850	2	503	0.00019183	8.55890099481603	FOXD2	0	1	31	0.924839168293072	0.355049573142424	0.890923190410341	NA	NA	NA	NA
23929	2	597	0.000189282	8.5722725914333	KLF12	0	1	26	-1.64327798340935	0.100325431405487	0.753810833326529	NA	NA	NA	NA
34651	2	384	0.000188058	8.57876013207565	PRDM8	0	1	29	-2.19674685206637	0.0280385307269818	0.753810833326529	NA	NA	NA	NA
35667	2	7	0.000187151	8.5835947803206	RORC	0	1	39	1.58302961408016	0.113414714739593	0.753810833326529	NA	NA	NA	NA
20432	2	435	0.000183229	8.60477382130865	DACH1	0	1	26	-0.185493293409725	0.852842140075046	0.984827537873066	NA	NA	NA	NA
20871	2	7	0.000181975	8.61164124295995	DPF3	0	1	31	0.563063762764963	0.573391465875536	0.943603653066799	NA	NA	NA	NA
21876	2	394	0.000181285	8.61544017942328	FOXP3	0	1	30	1.17161379326306	0.241352147729085	0.858045276000172	NA	NA	NA	NA
39950	2	441	0.000180341	8.62066105482637	ZNF417	0	1	30	-1.80930621564143	0.0704034438935649	0.753810833326529	NA	NA	NA	NA
37396	2	343	0.000179	8.62812475212352	SP140	0	1	33	1.32191187171237	0.186197498742531	0.82121230498115	NA	NA	NA	NA
18472	2	7	0.000178955	8.628376180377	BACH2	0	1	36	2.09748968361478	0.0359502494592028	0.753810833326529	NA	NA	NA	NA
32678	2	744	0.000178706	8.62976856053714	MTF1	0	1	31	0.349663268830741	0.72659142277781	0.960879234346449	NA	NA	NA	NA
39288	2	621	0.000178543	8.63068108939691	VDR	0	1	30	-0.943231906932533	0.345562296465373	0.879790427380005	NA	NA	NA	NA
34711	2	692	0.000178089	8.63322713263054	PRMT3	0	1	29	-0.12075239566116	0.903887156855087	0.985843450019548	NA	NA	NA	NA
23697	2	545	0.000177201	8.63822587646836	JRK	0	1	23	0.530116274152866	0.596031316282658	0.943603653066799	NA	NA	NA	NA
33271	2	987	0.0001763	8.64332346856045	NPAS2	0	1	35	1.72679556045683	0.0842043861017011	0.753810833326529	NA	NA	NA	NA
38001	2	7	0.000175744	8.64648216725882	TCF7	0	1	38	-1.63786709872141	0.10144942065541	0.753810833326529	NA	NA	NA	NA
39801	2	352	0.000173307	8.66044596967531	ZNF148	0	1	26	-1.56382386303542	0.117858938597385	0.753810833326529	-0.0265516666666628	0.935288986585955	NA	NA
19502	2	667	0.000171304	8.67207080206036	CEBPD	0	1	33	0.340225321287151	0.733686850752953	0.960879234346449	NA	NA	NA	NA
20467	2	581	0.000170781	8.67512852401537	DBP	0	1	27	0.467020383739879	0.64048529448188	0.943603653066799	NA	NA	NA	NA
39734	2	598	0.000170202	8.67852459101273	ZFP92	0	1	32	-0.865008713598986	0.387034006220659	0.898329651316949	NA	NA	NA	NA
39467	2	681	0.000168796	8.68681967276565	WIZ	0	1	30	0.335333519584821	0.737373511042041	0.960879234346449	-0.180776071428573	0.46966011458532	NA	NA
34089	2	423	0.000167033	8.69731916027835	PHF21A	0	1	29	0.48060810651738	0.630795052864842	0.943603653066799	NA	NA	NA	NA
40180	2	366	0.00016642	8.70099584449199	ZNF75A	0	1	26	-1.0971761190017	0.27256441042162	0.867248124600943	NA	NA	NA	NA
40229	2	422	0.00016533	8.70756708140102	ZNF830	0	1	26	-1.07982670022765	0.28021935900076	0.867248124600943	NA	NA	NA	NA
39140	2	380	0.000165054	8.70923786487846	USF2	0	1	28	-0.348757303638819	0.727271519883944	0.960879234346449	NA	NA	NA	NA
24511	2	824	0.000163654	8.71775611490822	MAFK	0	1	27	-0.591965219338875	0.553873878961888	0.943603653066799	NA	NA	NA	NA
34650	2	601	0.000163593	8.71812892199709	PRDM5	0	1	29	0.347062026286872	0.728544721049052	0.960879234346449	NA	NA	NA	NA
39811	2	661	0.000163538	8.71846517872922	ZNF175	0	1	28	-2.02908308845608	0.0424498281099827	0.753810833326529	NA	NA	NA	NA
22267	2	252	0.000163507	8.71865475508778	GMEB1	0	1	27	-0.451955929127752	0.651300731581901	0.94608527349565	NA	NA	NA	NA
39754	2	577	0.000163052	8.72144138962816	ZHX3	0	1	27	-0.505250468273376	0.613382927270116	0.943603653066799	NA	NA	NA	NA
23941	2	424	0.000162845	8.72271172981439	KLF9	0	1	26	1.10666961381837	0.268436797486752	0.867248124600943	NA	NA	NA	NA
23068	2	238	0.000162667	8.72380539160101	HOXB3	0	1	24	-1.44942555101725	0.147218777438961	0.774056622562157	NA	NA	NA	NA
39927	2	747	0.000162354	8.72573142159143	ZNF366	0	1	28	-0.474916612664437	0.634846410013195	0.943603653066799	NA	NA	NA	NA
19408	2	773	0.000161856	8.72880350691677	CDC5L	0	1	26	-0.725232929677892	0.468309144255448	0.925745439390537	-0.259525952380955	0.112001971691861	NA	NA
21869	2	596	0.000161544	8.73073300658775	FOXN2	0	1	25	0.270615692391081	0.786686625254812	0.965432445221196	NA	NA	NA	NA
39624	2	559	0.000161528	8.7308320557162	ZBTB3	0	1	26	0.0736064294413662	0.941323555065448	0.989981395871668	NA	NA	NA	NA
23935	2	496	0.000160773	8.73551712576571	KLF3	0	1	27	0.387314188317688	0.698523622922333	0.960879234346449	NA	NA	NA	NA
39851	2	630	0.000160629	8.73641319990112	ZNF235	0	1	24	-1.52943411646242	0.126156860225001	0.758891266457903	NA	NA	NA	NA
40169	2	361	0.000160059	8.73996806070202	ZNF721	0	1	23	-0.464905971282811	0.641998794158703	0.943603653066799	NA	NA	NA	NA
