name	IDH1_vs_Group_control_diff	IDH1_vs_Group_control_p.val
A0A096LPI6	0.433946800106437	0.216918711083213
A0A0A6YYC8	-0.285592494971709	0.517709091728712
A1BG	0.574338751421628	0.553163932185713
A2M	-0.0477246058388445	0.968862671221759
AAAS	0.263569127807152	0.538815660819601
AAK1	-1.23890612924129	0.0137052756414021
AAMDC	0.789589408260326	0.098128019848786
AARS	0.247936296801175	0.500980009699328
AARS2	0.652079955210088	0.0910288575278281
AASDHPPT	0.231248937755293	0.47406544979781
AATF	0.849377033694893	0.0542620161979792
ABCB10	0.136100050531134	0.81960223694826
ABCB7	0.165275626502382	0.638131954592426
ABCC1	0.562558693993935	0.141504334254457
ABCC4	-0.259697126398386	0.647739406629073
ABCD1	-0.764250207388724	0.237022066044969
ABCD3	0.594354088586762	0.094808246938368
ABCE1	0.224823576163228	0.398635866870319
ABCF1	0.124202319313184	0.777489510147591
ABCF2	-0.158333701379092	0.72874956340664
ABCF3	-0.153480253270377	0.548439912739802
ABHD10	-0.231842619283714	0.638736157023795
ABHD11	-0.241370841366486	0.681554201391517
ABHD12	0.252745693861378	0.480725118293942
ABHD14B	0.492332911189877	0.230819109040229
ABHD16A	-0.249069803968343	0.642560853777999
ABHD17B	1.48822045819409	0.0342440560239001
ABI1	0.413140830134683	0.386537141493341
ABR	0.306421925609815	0.51256777985904
ABT1	0.96080925590616	0.0466312148030847
ACAA1	-0.70345347426893	0.166340888830086
ACAA2	-0.732100387521427	0.0917317027056663
ACACA	0.348313971728146	0.373680610602963
ACAD8	0.521773188726932	0.214436571527185
ACAD9	-0.507372516682842	0.123673173330194
ACADM	0.149415379710756	0.653671077839536
ACADS	0.134457983994814	0.743698331073428
ACADSB	-0.339164929032723	0.435720117236697
ACADVL	0.0372274913391912	0.910748895877
ACAP1	0.11508192753281	0.800588101846234
ACAP2	0.392431772484787	0.473980957767551
ACAT1	-0.00716447215812366	0.97884730506848
ACAT2	0.290482363831231	0.473488425764526
ACBD3	-0.00169324150540717	0.995106039852643
ACIN1	0.0389168558781208	0.8845180851654
ACLY	0.189175158585069	0.487619777836604
ACO1	0.683685274300846	0.10297155017533
ACO2	-0.0878988700114256	0.772693529165987
ACOT1	0.301636031167437	0.645582195571207
ACOT13	0.367726528544786	0.383150782266615
ACOT7	0.637900305564909	0.228477513762484
ACOT8	-0.554675519779511	0.23530311844076
ACOT9	-0.463981150038503	0.256917706862808
ACOX1	0.0861785099455226	0.828519737502489
ACOX3	-0.255367711365981	0.535277427246024
ACP1	-0.159793946387751	0.65323216537004
ACP2	-0.093679907466008	0.829021539899136
ACSF2	0.335358365912001	0.652320320716008
ACSF3	0.677646820334147	0.0509306562396663
ACSL1	-0.324259916035377	0.616249838048624
ACSL3	-0.297298104059401	0.414824388627123
ACSL4	-0.140121283391291	0.670182666605467
ACSL5	-0.339803614281479	0.366478822723758
ACSS1	1.25137345609541	0.0107969474193094
ACSS2	1.25764557735293	0.0585597211670507
ACTB	-0.35037938409306	0.410598023039641
ACTBL2	-0.314680134466585	0.870615656806624
ACTC1	-0.492047881431603	0.272294336058546
ACTL6A	0.619009692953611	0.0375160231581099
ACTN1	0.161256862093243	0.785446691835671
ACTN4	-0.205478019382198	0.495713506509632
ACTR10	1.05897509677719	0.0930381453880492
ACTR1A	0.433102630771081	0.355499229245289
ACTR1B	-0.0413021935051745	0.888017922516569
ACTR2	-0.975209047503569	0.135781272800529
ACTR3	-0.567197251167446	0.137211580152681
ACTR8	0.897116459675839	0.0356791693417335
ACY1	0.533739460641115	0.379034799972314
ACYP1	0.419815093725298	0.2364312672021
ACYP2	0.0187990935902356	0.958493001299484
ADA	1.53834910062907	0.0180978960190201
ADAM10	0.163364474855239	0.729573571350891
ADAR	-0.133049413956538	0.587241683598205
ADCK3	0.978314811503854	0.0191007029369592
ADD1	-0.086072207327792	0.845873550184108
ADD3	0.015184827757988	0.975292876066489
ADH5	0.679075148166849	0.207604536383983
ADK	0.329421255763936	0.569886377196711
ADNP	0.469670172519848	0.275493140445388
ADPGK	0.79947082544923	0.104222845717294
ADPRH	-0.0497663773984449	0.92248571633127
ADPRHL2	0.27422343320552	0.320949582996524
ADRBK1	0.102566466694043	0.795156746930619
ADRM1	0.0909817786240907	0.845245987276921
ADSL	-0.457637909762298	0.149145301019175
ADSS	-0.239659588282642	0.493980374264402
AFG3L2	0.486091957373176	0.144761691869822
AFM	0.959694914646821	0.413316485829767
AFP	-0.0855448340152947	0.933111722483638
AGA	-0.297204851728864	0.59075159315566
AGAP2	-0.288400531818631	0.462646572036937
AGFG1	-0.291580387449471	0.490269870969777
AGK	0.429670463910846	0.225852270277929
AGL	0.191513628831672	0.610646085513911
AGO1	0.439067201522565	0.151214631440016
AGO2	1.36277208175702	0.000440049102100902
AGO3	0.940041292199037	0.0323897118036772
AGPAT3	0.702750746740094	0.130083136735009
AGPAT5	0.0901890990784047	0.834979518370478
AGPS	0.42145596328179	0.448545219564002
AGTRAP	0.21341685427689	0.734606656081448
AHCTF1	0.163336297515478	0.592565319343117
AHCY	-0.0384978860893916	0.892304955120681
AHCYL1	0.113848174104557	0.895568380594413
AHNAK	-0.986802742740061	0.183021771836765
AHSA1	-0.13093011390912	0.652336032679649
AIDA	0.485536614128009	0.356698663764821
AIF1	-0.88406281772059	0.175752450982812
AIFM1	0.416750437295683	0.234867399565821
AIMP1	0.0687993003745362	0.811595605402015
AIMP2	-0.0461940941689249	0.913173984039901
AIP	0.238905032845011	0.494127876888502
AK2	0.183099188142499	0.701672678623065
AK3	0.366425728535653	0.360497558725608
AKAP13	-0.591679355247198	0.162041633314074
AKAP17A	0.771866749323173	0.105885281790667
AKAP8	-0.0484022939246991	0.887649726374103
AKAP9	1.03703587635171	0.00612598885606559
AKR1A1	0.243343068860717	0.481594530457704
AKR1B1	-0.0110608585896586	0.985401669858887
AKR1C3	0.778028998900297	0.314791266303749
AKR7A2	-0.282852370330648	0.337176214761319
AKT1	-0.13893443639666	0.784346048943586
AKT2	-0.0567534554595213	0.902199879746682
ALAD	0.289439719270383	0.594646029889039
ALB	0.0861138678639861	0.937939264349346
ALCAM	0.55848135633418	0.196264619479528
ALDH16A1	0.356896321803077	0.411311371299739
ALDH18A1	0.277874225482666	0.505273112847471
ALDH1B1	0.0775547407983659	0.852941905627278
ALDH2	-0.765548228579615	0.233330532405926
ALDH3A2	0.135994668825941	0.822224411642535
ALDH3B1	0.379626906506886	0.553870649841658
ALDH4A1	-0.251958497130303	0.523058527228542
ALDH5A1	2.04423924106496	0.00114889178846446
ALDH6A1	0.380822261982743	0.408651576973737
ALDH9A1	-0.286918196741148	0.347503601853064
ALDOA	-0.0762270056757259	0.82318630690803
ALDOC	-0.32996696184491	0.441201681621515
ALG1	0.484812933631449	0.321229346606296
ALG11	0.0482551977261174	0.887831814329928
ALG2	-0.193005539184156	0.687065334253198
ALG3	0.46692676333009	0.274307312625416
ALG6	0.126722657917842	0.782765231122726
ALG8	0.35918493394621	0.494805097594928
ALG9	0.311306326009365	0.279470385400041
ALOX5AP	-1.8398428543111	0.0206921148624797
ALYREF	0.304678923589247	0.286064746751444
AMDHD2	-0.417699426272279	0.360045845144096
AMPD2	-0.52902630407522	0.324778068179092
AMPD3	-0.288591903366786	0.611758200817736
ANAPC1	0.0174941886844131	0.947600847493569
ANAPC2	0.278278205228158	0.518004835552194
ANAPC5	-0.073266608954512	0.843059638251124
ANAPC7	0.00681128706167655	0.985742945098473
ANK1	-0.217632047363242	0.846282260125373
ANKFY1	0.468186318983022	0.323679232401012
ANKLE2	0.57094026462525	0.171587722669326
ANKRD11	0.169949166302231	0.613936084265453
ANKRD13A	0.512953527528936	0.201558022774138
ANKRD17	0.212792678104218	0.4932059651295
ANKRD28	2.76426509893489	0.0134078494306673
ANKRD44	-0.430655303417552	0.33442578159059
ANO6	0.284333960894234	0.575892712294325
ANP32A	0.547326920692402	0.157965211050112
ANP32B	0.166989090713738	0.661531559364674
ANP32E	-0.0368699006634934	0.912404332592123
ANPEP	0.329513571429064	0.587447686813042
ANTXR2	0.099187042578297	0.847420659509681
ANXA1	-0.0942090816977448	0.854944080689905
ANXA11	-0.321006728788891	0.316240259342094
ANXA2	-1.04915051459935	0.221435676358678
ANXA3	-0.596387564030614	0.552752168104056
ANXA4	-0.353807118063116	0.217022977695021
ANXA5	-1.05569736006456	0.270671928422443
ANXA6	-0.277810580585889	0.590719470038038
ANXA7	0.388864636714413	0.240901754652536
AP1B1	-0.250326508470003	0.484568034134885
AP1G1	0.0308791344367698	0.936157310999489
AP1G2	0.0513727982988073	0.901544603895352
AP1M1	-0.501433988687364	0.148858818681958
AP1S2	-0.552077832399998	0.151341878227463
AP2A1	-0.488301801375258	0.152698514691712
AP2A2	0.363793200045681	0.444966468163665
AP2B1	0.173088902217334	0.602629687321174
AP2M1	0.0841001616206967	0.758624243058505
AP2S1	0.0782425438557581	0.853413114396713
AP3B1	0.0315100321118678	0.93881608575448
AP3D1	0.0261750446737707	0.956467982530617
AP3M1	0.0308213636355283	0.936043550987615
AP3S1	-0.312875363389573	0.374950944482108
AP5B1	-0.496868995418478	0.131642625319611
AP5Z1	-0.160103951807425	0.605369005781496
APAF1	-0.343598503020466	0.476088735313105
APBB1IP	0.13170220640005	0.679047357697837
APC	1.53621818044049	0.0372392627215034
APEH	0.578831280241673	0.189014435944759
APEX1	0.364138770192131	0.357579804864458
API5	0.654085853466135	0.0323859312441293
APMAP	-0.318599870246164	0.518652673814757
APOA1	-1.15105944084598	0.237334327136048
APOA1BP	0.178166077431072	0.540002025314359
APOB	0.294342729083386	0.738542737156478
APOBEC3B	0.967338606673898	0.0151142778514935
APOBEC3F	2.3703144249592	0.00282481098085498
APOBR	-1.63653405893598	0.00995236981090182
APOC3	-0.266207565327711	0.738633888449261
APOD	-0.0827277033042968	0.894574653350447
APOE	-0.302884848016173	0.699235949497486
APOL2	0.462544939323006	0.303773301762005
APOO	0.675672477110837	0.12869796959172
APOOL	0.860154000940213	0.0330612881518141
APPL1	0.485081916433483	0.231828923992258
APRT	-0.0741227600085992	0.838163464822766
APTX	0.37825877790506	0.29608456737345
AQR	0.317675128170961	0.454217159434542
ARAF	0.003860307573607	0.989530203495785
ARAP1	-0.724360035915112	0.225079879241461
ARCN1	-0.51206678201887	0.0629043104189934
ARF3	0.0806851419175594	0.846465850837018
ARF4	-0.365532257202521	0.336695415906662
ARF5	-0.272716167146385	0.530627758056945
ARF6	-1.84718990064427	0.00626263385411503
ARFGAP1	1.08754034879474	0.0167964052002092
ARFGAP2	0.411393423089475	0.350629254614091
ARFGAP3	-0.114047675204844	0.759033255380278
ARFGEF1	-0.191781962868792	0.571983058866187
ARFGEF2	0.145230282801517	0.711725274972684
ARFIP1	-0.195237415802691	0.740014468011007
ARGLU1	0.475625121287077	0.215681601638781
ARHGAP1	-0.471693365864233	0.202767837720643
ARHGAP15	0.117268900543532	0.755692225490243
ARHGAP17	-0.344007729253125	0.409800896811325
ARHGAP18	-0.248178482006391	0.699322859677565
ARHGAP25	-0.528424936715243	0.152796324355757
ARHGAP30	-0.404420963715047	0.414480758893846
ARHGAP4	-0.374789857395577	0.272730054262188
ARHGAP9	0.11752361596546	0.800578577354483
ARHGDIA	-0.692626451707092	0.116020287889831
ARHGDIB	-0.120369615738909	0.778365761863481
ARHGEF1	-0.165935335518672	0.654151558538006
ARHGEF2	-0.12823588115749	0.64022125959223
ARHGEF6	0.200601549884805	0.661927687701972
ARHGEF7	-0.434633687225364	0.390858709840835
ARID1A	0.0767061930093362	0.793228080059036
ARID1B	1.77688681853682	0.00341722683458571
ARID2	0.490355556242076	0.199176506881311
ARID4A	-0.273658650582195	0.656317738499687
ARL1	-0.0237673655487534	0.947962821586287
ARL2	0.109284383822214	0.787839420969014
ARL3	-0.0124687149486604	0.974272500855236
ARL6IP4	0.273390620844268	0.498495352860423
ARL6IP5	-0.486244357369362	0.393627813386032
ARL8A	-0.391588090469959	0.201879067588418
ARL8B	-0.108612990597791	0.877474785344404
ARMC1	0.872422692906103	0.0752332162223119
ARMC10	1.02536034915061	0.0436194005822029
ARMC6	0.551838303771099	0.171808328088272
ARMC8	-0.177342458434161	0.677433774635672
ARMCX3	-0.04101211902044	0.909684744179063
ARMT1	-0.868160134153179	0.082570680997659
ARPC1A	0.0631616478024988	0.88221399630467
ARPC1B	-0.285117027878915	0.408011391106574
ARPC2	-0.73325002557144	0.0187984779023606
ARPC3	-0.647561221918615	0.0833570819200056
ARPC4	-0.452504690070565	0.254143443319061
ARPC5	-0.512137958434842	0.230332652430181
ARPC5L	-0.523194959604378	0.172250095207654
ARPP19	0.0910395605078023	0.786056630749193
ARRB1	0.00462214801478567	0.991384715373208
ARRB2	-0.434155621884752	0.290856680856339
ARRDC1	0.245696533432177	0.538333680933352
ARSA	0.274035228341187	0.524661180016645
ARSB	-0.260201444396266	0.596251563799792
ARSD	1.31344756638151	0.0346787162290979
ASAH1	-0.585012861739933	0.18413228207291
ASAP1	-0.332950329312055	0.469714202631994
ASCC2	0.392610750562692	0.218939691613975
ASCC3	0.277916916588126	0.572177416199273
ASF1A	-0.144259068972715	0.699026850491534
ASH2L	0.841681077382461	0.0173983398699974
ASL	-0.342016146277246	0.550882312738645
ASMTL	0.915655274385937	0.0462811945464109
ASNA1	-0.251810015938734	0.324770955077209
ASPH	0.546536041811478	0.280493517915926
ASPSCR1	0.647136240522215	0.221995729312356
ASUN	0.366121812914066	0.143324191229793
ATAD1	-0.209663468479256	0.670685799885479
ATAD2	0.554200370678604	0.303344684219817
ATAD2B	0.305340637467015	0.449930487905393
ATAD3A	0.60769373239156	0.0500929591878187
ATAD3B	0.216054739300514	0.755648934793272
ATE1	0.64084653672705	0.242610996207683
ATF1	-0.212386387757924	0.493082501508076
ATG12	-0.332556840454242	0.37571408755403
ATG13	0.210497524552427	0.605540743494156
ATG3	-0.738418034184782	0.129261749588954
ATG7	-0.146817106266276	0.760692840371915
ATIC	0.299037468061112	0.396687003890642
ATL2	0.158570373168065	0.659425018733952
ATL3	-0.401418998910852	0.27218070509654
ATM	-0.338589888744298	0.383617236127821
ATP11A	-0.112598927794121	0.826512436199716
ATP11B	0.0533607524695121	0.884273740465193
ATP13A1	-0.353760578788577	0.328373746697033
ATP1A1	-0.0546754800259208	0.847634521782854
ATP1B3	0.1147311445112	0.685560307064132
ATP2A1	-0.46565357978681	0.20570122528187
ATP2A2	-0.308731844750202	0.433777516188408
ATP2A3	-0.339412042895464	0.45580759576946
ATP2B4	0.248643294875762	0.433718502279522
ATP5A1	0.0888636230440909	0.788631408292799
ATP5B	0.341317333815276	0.273272266407658
ATP5C1	0.109119984437754	0.737927875506503
ATP5D	-0.937285456874655	0.0336943691329382
ATP5E	0.0688085913097574	0.877836347583008
ATP5F1	0.252767372851348	0.398670467543838
ATP5H	-0.24164980120235	0.497114426160164
ATP5I	-0.200895429173009	0.633333123946175
ATP5J	0.00140266287330348	0.997434840417976
ATP5J2-PTCD1	-0.539060275580667	0.515685244444661
ATP5L	0.520015917480457	0.176820104246715
ATP5O	0.439606879093635	0.144421640111477
ATP5S	0.018031126212307	0.965240175769826
ATP6AP1	-0.186200191144827	0.673898473918735
ATP6AP2	-0.197474161121608	0.626924503612068
ATP6V0A1	-0.0425263693876552	0.927511851714234
ATP6V0A2	0.39014853506843	0.358731895313529
ATP6V0D1	-0.835899477890681	0.0953466813922953
ATP6V1A	0.155719403412579	0.694596416898817
ATP6V1B2	-0.0547791973845548	0.888453372036423
ATP6V1C1	0.247203351570409	0.66095454746342
ATP6V1D	0.177167360035231	0.649430572584524
ATP6V1E1	-0.0504469132456116	0.882191720472646
ATP6V1F	0.235700160949115	0.541961392988688
ATP6V1G1	-0.213585588013071	0.612835899493561
ATP6V1H	0.356940837813823	0.358935326516217
ATP8A1	-0.810661893987636	0.09430535041295
ATPIF1	0.405214907179136	0.381365848692815
ATRX	0.0496242492431733	0.89071201473322
ATXN10	0.207191025942663	0.671852504102383
ATXN2	0.33587287584081	0.347266251901983
ATXN2L	0.393364043841832	0.360262178022149
AUH	0.547063166863353	0.305347776112812
AUP1	-0.57899755030267	0.0807290699568695
AZU1	-0.331828890085156	0.775018694626525
B2M	0.181318420353168	0.65555474040388
B3GALT6	1.00731586432896	0.0110052400447179
B3GALTL	0.476278057187553	0.177411541328812
B3GAT3	-0.298268667762553	0.53337872116083
B4DLN1	-0.0270189453070628	0.938790696097957
B4GALT7	-0.346987471861297	0.437509726699696
BABAM1	0.337198143696227	0.461866667059381
BAD	0.246936224042095	0.42656018455058
BAG6	0.247093787366794	0.518661835578116
