name	IDH1_vs_Group_control_diff	IDH1_vs_Group_control_p.val
AAK1	-1.23890612924129	0.0137052756414021
ABHD17B	1.48822045819409	0.0342440560239001
ABT1	0.96080925590616	0.0466312148030847
ACSS1	1.25137345609541	0.0107969474193094
ACTL6A	0.619009692953611	0.0375160231581099
ACTR8	0.897116459675839	0.0356791693417335
ADA	1.53834910062907	0.0180978960190201
ADCK3	0.978314811503854	0.0191007029369592
AGO2	1.36277208175702	0.000440049102100902
AGO3	0.940041292199037	0.0323897118036772
AKAP9	1.03703587635171	0.00612598885606559
ALDH5A1	2.04423924106496	0.00114889178846446
ALOX5AP	-1.8398428543111	0.0206921148624797
ANKRD28	2.76426509893489	0.0134078494306673
APC	1.53621818044049	0.0372392627215034
API5	0.654085853466135	0.0323859312441293
APOBEC3B	0.967338606673898	0.0151142778514935
APOBEC3F	2.3703144249592	0.00282481098085498
APOBR	-1.63653405893598	0.00995236981090182
APOOL	0.860154000940213	0.0330612881518141
ARF6	-1.84718990064427	0.00626263385411503
ARFGAP1	1.08754034879474	0.0167964052002092
ARID1B	1.77688681853682	0.00341722683458571
ARMC10	1.02536034915061	0.0436194005822029
ARPC2	-0.73325002557144	0.0187984779023606
ARSD	1.31344756638151	0.0346787162290979
ASH2L	0.841681077382461	0.0173983398699974
ASMTL	0.915655274385937	0.0462811945464109
ATP5D	-0.937285456874655	0.0336943691329382
B3GALT6	1.00731586432896	0.0110052400447179
BANF1	0.647110874465607	0.0134613013658974
BPI	-1.91538658779643	0.0459636959591334
BRD7	0.930168676483348	0.0246637005649016
BSDC1	0.806960834167413	0.0298101171435055
BUD31	-1.52217899476019	0.00326221754806058
C14orf159	2.35623654218982	0.00324206654169394
C6orf120	1.59090099487441	0.0109945153713166
CAMP	-2.6934221477024	0.019568395424398
CAT	1.71146944715738	0.00293361090297991
CBX8	1.25375507551332	0.0134316236581746
CCDC12	1.72392995176513	0.00364748435797995
CCDC58	1.07875039860253	0.0190396238247394
CD14	-2.99767301118909	0.0146220452817895
CD63	-2.81471189970911	0.00311504423197347
CDC42	-1.27188521316176	0.00250900116465609
CDK12	0.781126844148929	0.045735566890776
CDYL	0.834936657736005	0.0259460618538996
CEBPB	-1.68052563213992	0.0178777399410486
CENPC	1.30171493607336	0.00236829679089508
