source	target
chr1:831895-848168	RP11-54O7.16
chr1:831895-848168	RP11-54O7.1
chr1:848169-850618	RP11-54O7.2
chr1:850619-874081	AL645608.1
chr1:850619-874081	RP11-54O7.3
chr1:850619-874081	SAMD11
chr1:889424-903640	KLHL17
chr1:889424-903640	NOC2L
chr1:889424-903640	PLEKHN1
chr1:903641-927394	C1orf170
chr1:903641-927394	PLEKHN1
chr1:927395-936954	HES4
chr1:927395-936954	RP11-54O7.17
chr1:943677-957199	AGRN
chr1:943677-957199	ISG15
chr1:943677-957199	RP11-54O7.11
chr1:1005127-1034268	C1orf159
chr1:1005127-1034268	RNF223
chr1:1049052-1062659	C1orf159
chr1:1096739-1107115	MIR200A
chr1:1096739-1107115	MIR200B
chr1:1096739-1107115	MIR429
chr1:1096739-1107115	RP11-465B22.8
chr1:1107116-1109732	TTLL10
chr1:1109733-1122642	TTLL10-AS1
chr1:1109733-1122642	TTLL10
chr1:1126526-1150969	TNFRSF18
chr1:1126526-1150969	TNFRSF4
chr1:1160798-1206873	B3GALT6
chr1:1160798-1206873	FAM132A
chr1:1160798-1206873	RP5-902P8.12
chr1:1160798-1206873	SDF4
chr1:1160798-1206873	UBE2J2
chr1:1206874-1212438	RP5-902P8.10
chr1:1206874-1212438	UBE2J2
chr1:1212439-1220554	SCNN1D
chr1:1239426-1278099	ACAP3
chr1:1239426-1278099	CPSF3L
chr1:1239426-1278099	GLTPD1
chr1:1239426-1278099	PUSL1
chr1:1239426-1278099	RP5-890O3.9
chr1:1239426-1278099	TAS1R3
chr1:1283837-1305518	DVL1
chr1:1283837-1305518	MXRA8
chr1:1309969-1313315	AURKAIP1
chr1:1313316-1350443	CCNL2
chr1:1313316-1350443	MRPL20
chr1:1313316-1350443	RN7SL657P
chr1:1313316-1350443	RP4-758J18.13
chr1:1313316-1350443	RP4-758J18.2
chr1:1313316-1350443	RP5-890O3.3
chr1:1364314-1373173	RP4-758J18.10
chr1:1364314-1373173	VWA1
chr1:1373174-1385407	ATAD3C
chr1:1398654-1415810	ATAD3B
chr1:1465274-1482323	SSU72
chr1:1465274-1482323	TMEM240
chr1:1505407-1516638	AL645728.1
chr1:1505407-1516638	AL645728.3
chr1:1505407-1516638	SSU72
chr1:1533887-1545982	C1orf233
chr1:1545983-1552729	MIB2
chr1:1545983-1552729	RP11-345P4.9
chr1:1562478-1580659	CDK11B
chr1:1562478-1580659	MIB2
chr1:1562478-1580659	MMP23B
chr1:1648711-1672992	CDK11A
chr1:1648711-1672992	RP1-283E3.4
chr1:1648711-1672992	RP1-283E3.8
chr1:1648711-1672992	SLC35E2
chr1:1709350-1729790	GNB1
chr1:1709350-1729790	NADK
chr1:1820953-1830463	GNB1
chr1:1820953-1830463	RP1-140A9.1
chr1:1842635-1852429	CALML6
chr1:1842635-1852429	TMEM52
chr1:1927763-1955954	C1orf222
chr1:1927763-1955954	GABRD
chr1:1927763-1955954	RP11-547D24.1
chr1:1980724-1991491	PRKCZ
chr1:1980724-1991491	RP11-547D24.3
chr1:2104999-2122560	AL590822.2
chr1:2104999-2122560	RP11-181G12.2
chr1:2143648-2147289	AL590822.1
chr1:2143648-2147289	C1orf86
chr1:2143648-2147289	RP11-181G12.4
chr1:2143648-2147289	RP11-181G12.5
chr1:2155766-2166195	SKI
chr1:2319572-2324377	MORN1
chr1:2319572-2324377	RER1
chr1:2335725-2351765	PEX10
chr1:2354920-2357804	PLCH2
chr1:2387105-2417285	PLCH2
chr1:2420090-2426369	RP3-395M20.2
chr1:2420090-2426369	RP3-395M20.3
chr1:2450976-2458432	PANK4
chr1:2458433-2495896	HES5
chr1:2458433-2495896	RP3-395M20.12
chr1:2458433-2495896	RP3-395M20.8
chr1:2458433-2495896	TNFRSF14
chr1:2514865-2526252	FAM213B
chr1:2514865-2526252	MMEL1
chr1:2556307-2565296	MMEL1
chr1:2556307-2565296	RP13-436F16.1
chr1:2696923-2710654	TTC34
chr1:2927637-2944794	ACTRT2
chr1:2985230-2988777	PRDM16
chr1:3370481-3383373	ARHGEF16
chr1:3470648-3481073	MIR551A
chr1:3522935-3531183	MEGF6
chr1:3531260-3544978	RP11-46F15.2
chr1:3531260-3544978	TPRG1L
chr1:3565776-3577339	TP73
chr1:3565776-3577339	WRAP73
chr1:3581866-3590779	RP5-1092A11.5
chr1:3665843-3671123	CCDC27
chr1:3688547-3690323	SMIM1
chr1:3705943-3720839	LRRC47
chr1:3768441-3797948	CEP104
chr1:3768441-3797948	DFFB
chr1:3815536-3819683	C1orf174
chr1:3815536-3819683	LINC01134
chr1:4706843-4717666	AJAP1
chr1:5861508-5877773	AL356693.1
chr1:6049670-6053523	KCNAB2
chr1:6049670-6053523	NPHP4
chr1:6220817-6245036	CHD5
chr1:6258535-6274327	RNF207
chr1:6258535-6274327	RP1-120G22.11
chr1:6258535-6274327	RPL22
chr1:6286260-6297166	ICMT
chr1:6286260-6297166	LINC00337
chr1:6297167-6308873	HES3
chr1:6297167-6308873	LINC00337
chr1:6309134-6323213	GPR153
chr1:6440860-6466926	ACOT7
chr1:6440860-6466926	RP1-202O8.3
chr1:6517223-6531281	ESPN
chr1:6517223-6531281	TNFRSF25
chr1:6553634-6581701	PLEKHG5
chr1:6597457-6614861	NOL9
chr1:6597457-6614861	RNU6-731P
chr1:6597457-6614861	RP11-58A11.2
